obj_id,Area,rst1,Mean_1
3965,2,0.25,184
3966,2,0.25,181
3967,1,0,180
3968,1,0,182
3969,1,0,180
3970,1,0,178
3971,1,0,175
3972,1,0,179
3973,1,0,180
3974,1,0,179
3975,1,0,175
3976,1,0,178
3977,2,0.5,179
3978,1,0,178
3979,2,0.25,176
3980,3,0.222222222222222,175
3981,1,0,173
3982,1,0,176
3983,3,0.222222222222222,175
3984,3,0.333333333333333,173
3985,1,0,176
3986,1,0,167
3987,4,0.4375,170
3988,1,0,167
3989,1,0,171
3990,1,0,173
3991,1,0,167
3992,2,0.25,169
3993,2,0.25,168
3994,2,0.25,166
3995,1,0,165
3996,1,0,170
3997,1,0,169
3998,2,0.25,167
3999,1,0,166
4000,1,0,170
4001,1,0,168
4002,6,0.25,166
4003,1,0,164
4004,1,0,164
4005,1,0,165
4006,1,0,163
4007,1,0,158
4008,1,0,164
4009,1,0,163
4010,2,0.25,162
4011,1,0,164
4012,1,0,160
4013,1,0,159
4014,1,0,161
4015,1,0,157
4016,1,0,158
4017,1,0,159
4018,1,0,161
4019,1,0,156
4020,1,0,161
4021,1,0,158
4022,5,0.56,157
4023,2,0.25,158
4024,1,0,152
4025,1,0,156
4026,3,0.333333333333333,154
4027,1,0,161
4028,1,0,157
4029,1,0,159
4030,3,0.333333333333333,158
4031,1,0,162
4032,5,0.32,157
4033,1,0,155
4034,1,0,153
4035,2,0.5,154
4036,1,0,158
4037,3,0.444444444444444,155
4038,2,0.25,157
4039,1,0,153
4040,3,0.222222222222222,154
4041,1,0,153
4042,2,0.25,155
4043,1,0,157
4044,2,0.25,161
4045,1,0,156
4046,3,0.222222222222222,158
4047,1,0,160
4048,1,0,158
4049,1,0,159
4050,3,0.222222222222222,159
4051,3,0.222222222222222,163
4052,2,0.5,162
4053,2,0.25,164
4054,1,0,164
4055,3,0.222222222222222,166
4056,1,0,161
4057,1,0,163
4058,1,0,169
4059,1,0,168
4060,3,0.222222222222222,167
4061,2,0.5,164
4062,1,0,169
4063,1,0,164
4064,1,0,166
4065,3,0.222222222222222,168
4066,1,0,167
4067,1,0,169
4068,2,0.25,167
4069,1,0,169
4070,2,0.25,173
4071,1,0,170
4072,1,0,172
4073,1,0,171
4074,1,0,173
4075,1,0,169
4076,4,0.5,172
4077,1,0,174
4078,1,0,172
4079,1,0,171
4080,4,0.375,175
4081,2,0.5,173
4082,1,0,175
4083,1,0,174
4084,2,0.25,175
4085,2,0.25,176
4086,1,0,180
4087,1,0,178
4088,1,0,177
4089,1,0,178
4090,3,0.222222222222222,181
4091,1,0,179
4092,4,0.4375,180
4093,1,0,182
4094,1,0,180
4095,1,0,178
4096,1,0,181
4097,1,0,185
4098,1,0,182
4099,1,0,185
4100,1,0,180
4101,1,0,179
4102,2,0.25,185
4103,1,0,183
4104,12,0.402777777777778,187
4105,1,0,185
4106,3,0.222222222222222,186
4107,1,0,185
4108,1,0,184
4109,2,0.25,188
4110,3,0.333333333333333,188
4111,1,0,184
4112,3,0.333333333333333,188
4113,1,0,185
4114,2,0.25,188
4115,2,0.25,189
4116,1,0,185
4117,4,0.3125,188
4118,1,0,188
4119,1,0,182
4120,1,0,185
4121,1,0,182
4122,1,0,182
4123,1,0,183
4124,1,0,185
4125,1,0,183
4126,1,0,180
4127,1,0,183
4128,1,0,179
4129,1,0,180
4130,1,0,181
4131,2,0.25,179
4132,1,0,180
4133,4,0.5625,178
4134,5,0.4,177
4135,1,0,174
4136,1,0,177
4137,1,0,179
4138,1,0,175
4139,5,0.48,174
4140,1,0,170
4141,1,0,174
4142,2,0.25,172
4143,2,0.25,169
4144,3,0.222222222222222,168
4145,2,0.25,170
4146,1,0,169
4147,1,0,170
4148,1,0,165
4149,1,0,167
4150,3,0.333333333333333,169
4151,2,0.25,165
4152,2,0.5,169
4153,1,0,171
4154,1,0,165
4155,3,0.222222222222222,166
4156,1,0,162
4157,2,0.25,164
4158,1,0,162
4159,3,0.333333333333333,161
4160,4,0.3125,164
4161,1,0,166
4162,1,0,160
4163,1,0,161
4164,1,0,162
4165,2,0.25,163
4166,2,0.25,162
4167,2,0.5,160
4168,1,0,159
4169,4,0.25,158
4170,1,0,162
4171,1,0,160
4172,3,0.222222222222222,159
4173,1,0,158
4174,2,0.25,160
4175,1,0,159
4176,1,0,156
4177,1,0,154
4178,2,0.25,156
4179,1,0,155
4180,1,0,152
4181,1,0,155
4182,2,0.25,156
4183,3,0.444444444444444,155
4184,1,0,153
4185,5,0.24,151
4186,4,0.3125,152
4187,1,0,153
4188,2,0.25,155
4189,2,0.5,156
4190,2,0.5,156
4191,1,0,156
4192,1,0,154
4193,1,0,159
4194,2,0.25,161
4195,1,0,160
4196,1,0,160
4197,1,0,162
4198,1,0,162
4199,1,0,157
4200,2,0.25,162
4201,1,0,163
4202,3,0.222222222222222,162
4203,1,0,161
4204,1,0,158
4205,2,0.25,165
4206,2,0.25,168
4207,1,0,165
4208,1,0,162
4209,1,0,168
4210,1,0,170
4211,1,0,165
4212,2,0.25,167
4213,1,0,166
4214,1,0,169
4215,8,0.4375,173
4216,1,0,165
4217,1,0,170
4218,1,0,172
4219,1,0,171
4220,1,0,169
4221,1,0,168
4222,1,0,173
4223,1,0,174
4224,1,0,172
4225,1,0,168
4226,3,0.444444444444444,174
4227,1,0,173
4228,6,0.361111111111111,172
4229,1,0,174
4230,1,0,171
4231,1,0,174
4232,2,0.5,174
4233,1,0,179
4234,6,0.277777777777778,177
4235,3,0.222222222222222,176
4236,1,0,172
4237,3,0.333333333333333,176
4238,4,0.25,178
4239,1,0,175
4240,1,0,181
4241,1,0,179
4242,3,0.222222222222222,182
4243,1,0,181
4244,1,0,180
4245,2,0.25,182
4246,2,0.5,182
4247,1,0,183
4248,1,0,182
4249,1,0,183
4250,1,0,184
4251,1,0,185
4252,1,0,183
4253,1,0,182
4254,1,0,183
4255,1,0,187
4256,2,0.25,188
4257,1,0,186
4258,1,0,181
4259,2,0.5,187
4260,1,0,182
4261,1,0,186
4262,1,0,188
4263,1,0,189
4264,2,0.25,189
4265,1,0,188
4266,2,0.25,189
4267,1,0,188
4268,2,0.25,187
4269,2,0.25,189
4270,2,0.25,190
4271,1,0,187
4272,1,0,189
4273,1,0,187
4274,1,0,191
4275,3,0.222222222222222,189
4276,1,0,187
4277,2,0.5,190
4278,1,0,191
4279,2,0.5,190
4280,4,0.1875,190
4281,1,0,186
4282,1,0,191
4283,1,0,192
4284,2,0.25,189
4285,2,0.25,188
4286,1,0,187
4287,1,0,185
4288,2,0.25,182
4289,1,0,188
4290,1,0,185
4291,1,0,182
4292,3,0.333333333333333,181
4293,2,0.25,182
4294,1,0,177
4295,1,0,181
4296,1,0,177
4297,1,0,180
4298,5,0.36,176
4299,2,0.25,177
4300,1,0,179
4301,1,0,173
4302,1,0,176
4303,1,0,177
4304,1,0,175
4305,5,0.2,170
4306,3,0.222222222222222,171
4307,1,0,173
4308,2,0.25,171
4309,2,0.5,166
4310,1,0,167
4311,2,0.25,167
4312,1,0,165
4313,1,0,167
4314,1,0,166
4315,2,0.5,167
4316,1,0,169
4317,2,0.25,168
4318,1,0,174
4319,1,0,166
4320,1,0,167
4321,2,0.5,167
4322,1,0,165
4323,2,0.25,161
4324,1,0,158
4325,1,0,163
4326,1,0,162
4327,1,0,161
4328,1,0,160
4329,1,0,165
4330,3,0.222222222222222,159
4331,1,0,163
4332,1,0,161
4333,1,0,159
4334,1,0,157
4335,1,0,156
4336,1,0,156
4337,5,0.24,156
4338,1,0,162
4339,1,0,159
4340,2,0.5,154
4341,1,0,156
4342,1,0,158
4343,1,0,152
4344,1,0,153
4345,1,0,160
4346,1,0,157
4347,1,0,156
4348,1,0,150
4349,1,0,154
4350,2,0.25,153
4351,1,0,162
4352,1,0,157
4353,1,0,154
4354,2,0.5,157
4355,1,0,155
4356,1,0,161
4357,1,0,157
4358,3,0.222222222222222,162
4359,1,0,163
4360,5,0.4,162
4361,1,0,161
4362,3,0.333333333333333,163
4363,1,0,168
4364,1,0,159
4365,1,0,163
4366,1,0,166
4367,1,0,163
4368,1,0,164
4369,1,0,161
4370,1,0,163
4371,1,0,165
4372,1,0,166
4373,1,0,165
4374,2,0.5,164
4375,1,0,166
4376,1,0,169
4377,1,0,170
4378,1,0,172
4379,11,0.190082644628099,169
4380,1,0,171
4381,1,0,167
4382,1,0,172
4383,1,0,171
4384,1,0,168
4385,1,0,168
4386,1,0,169
4387,1,0,173
4388,1,0,172
4389,1,0,172
4390,1,0,175
4391,1,0,174
4392,1,0,172
4393,3,0.222222222222222,175
4394,1,0,171
4395,2,0.5,175
4396,1,0,169
4397,1,0,175
4398,1,0,176
4399,1,0,172
4400,1,0,173
4401,1,0,175
4402,1,0,173
4403,1,0,176
4404,1,0,177
4405,1,0,177
4406,1,0,181
4407,3,0.222222222222222,176
4408,1,0,177
4409,1,0,178
4410,1,0,174
4411,1,0,184
4412,1,0,183
4413,1,0,185
4414,8,0.265625,178
4415,1,0,179
4416,3,0.222222222222222,180
4417,1,0,179
4418,2,0.25,186
4419,1,0,181
4420,1,0,185
4421,1,0,183
4422,1,0,185
4423,1,0,188
4424,1,0,192
4425,5,0.24,185
4426,1,0,186
4427,1,0,189
4428,1,0,188
4429,3,0.444444444444444,187
4430,1,0,191
4431,1,0,188
4432,1,0,191
4433,1,0,189
4434,1,0,191
4435,1,0,190
4436,1,0,190
4437,1,0,185
4438,4,0.3125,186
4439,1,0,185
4440,1,0,187
4441,2,0.5,188
4442,1,0,189
4443,1,0,190
4444,2,0.25,189
4445,1,0,190
4446,1,0,186
4447,1,0,188
4448,8,0.453125,185
4449,1,0,187
4450,2,0.25,186
4451,1,0,185
4452,1,0,186
4453,2,0.5,183
4454,1,0,185
4455,1,0,184
4456,4,0.5625,181
4457,1,0,183
4458,1,0,178
4459,1,0,180
4460,1,0,179
4461,2,0.25,175
4462,1,0,179
4463,1,0,175
4464,1,0,171
4465,2,0.25,170
4466,1,0,172
4467,1,0,171
4468,1,0,168
4469,2,0.25,170
4470,2,0.25,166
4471,2,0.25,168
4472,3,0.222222222222222,167
4473,1,0,169
4474,2,0.25,166
4475,1,0,162
4476,3,0.333333333333333,168
4477,1,0,165
4478,2,0.25,166
4479,1,0,165
4480,1,0,163
4481,4,0.3125,164
4482,2,0.5,165
4483,2,0.25,160
4484,2,0.5,162
4485,1,0,160
4486,5,0.36,161
4487,1,0,160
4488,1,0,159
4489,3,0.222222222222222,157
4490,1,0,158
4491,1,0,157
4492,1,0,157
4493,2,0.5,157
4494,2,0.25,160
4495,1,0,154
4496,1,0,158
4497,1,0,155
4498,2,0.5,154
4499,1,0,155
4500,2,0.25,153
4501,1,0,152
4502,9,0.333333333333333,155
4503,1,0,153
4504,1,0,156
4505,1,0,157
4506,2,0.25,155
4507,1,0,158
4508,1,0,153
4509,2,0.5,154
4510,1,0,152
4511,3,0.222222222222222,151
4512,1,0,151
4513,1,0,158
4514,1,0,155
4515,1,0,156
4516,3,0.222222222222222,157
4517,1,0,160
4518,3,0.333333333333333,157
4519,1,0,162
4520,1,0,160
4521,1,0,158
4522,1,0,163
4523,1,0,159
4524,1,0,160
4525,1,0,161
4526,1,0,165
4527,2,0.25,161
4528,1,0,164
4529,1,0,166
4530,2,0.5,162
4531,1,0,164
4532,1,0,161
4533,1,0,167
4534,3,0.333333333333333,164
4535,1,0,169
4536,2,0.25,167
4537,1,0,166
4538,2,0.5,168
4539,1,0,167
4540,1,0,170
4541,1,0,169
4542,1,0,167
4543,4,0.25,172
4544,1,0,174
4545,1,0,175
4546,2,0.25,174
4547,4,0.25,174
4548,1,0,176
4549,1,0,174
4550,1,0,179
4551,1,0,178
4552,1,0,174
4553,2,0.25,172
4554,5,0.48,173
4555,2,0.25,173
4556,4,0.4375,174
4557,1,0,172
4558,2,0.5,174
4559,1,0,173
4560,5,0.28,175
4561,1,0,179
4562,1,0,176
4563,3,0.222222222222222,177
4564,4,0.25,179
4565,5,0.24,180
4566,1,0,177
4567,2,0.25,183
4568,1,0,180
4569,3,0.222222222222222,179
4570,1,0,181
4571,1,0,182
4572,2,0.5,183
4573,1,0,181
4574,2,0.25,182
4575,2,0.25,183
4576,2,0.25,184
4577,2,0.25,186
4578,1,0,184
4579,2,0.5,186
4580,1,0,184
4581,1,0,188
4582,2,0.5,185
4583,6,0.388888888888889,186
4584,3,0.222222222222222,186
4585,4,0.25,188
4586,1,0,191
4587,2,0.5,189
4588,1,0,190
4589,4,0.25,187
4590,1,0,188
4591,1,0,186
4592,2,0.5,185
4593,1,0,184
4594,4,0.3125,183
4595,1,0,184
4596,7,0.346938775510204,185
4597,1,0,186
4598,1,0,184
4599,1,0,189
4600,1,0,185
4601,1,0,187
4602,1,0,186
4603,4,0.25,185
4604,2,0.25,187
4605,1,0,183
4606,3,0.333333333333333,184
4607,1,0,180
4608,2,0.25,183
4609,2,0.25,181
4610,1,0,184
4611,1,0,181
4612,1,0,180
4613,1,0,178
4614,1,0,176
4615,2,0.5,180
4616,1,0,177
4617,2,0.25,178
4618,6,0.333333333333333,177
4619,2,0.25,176
4620,5,0.44,178
4621,2,0.5,176
4622,1,0,178
4623,1,0,174
4624,2,0.25,173
4625,1,0,175
4626,2,0.25,173
4627,1,0,168
4628,1,0,173
4629,2,0.25,172
4630,1,0,166
4631,8,0.375,171
4632,1,0,169
4633,1,0,165
4634,6,0.194444444444444,168
4635,2,0.25,165
4636,2,0.25,169
4637,1,0,173
4638,4,0.5625,168
4639,2,0.25,169
4640,5,0.24,168
4641,2,0.25,166
4642,2,0.25,167
4643,2,0.25,163
4644,1,0,161
4645,1,0,164
4646,1,0,161
4647,1,0,164
4648,1,0,159
4649,1,0,162
4650,3,0.333333333333333,160
4651,1,0,161
4652,1,0,158
4653,1,0,163
4654,1,0,160
4655,3,0.222222222222222,159
4656,2,0.25,158
4657,1,0,155
4658,1,0,160
4659,1,0,157
4660,1,0,159
4661,1,0,151
4662,1,0,152
4663,1,0,159
4664,1,0,154
4665,1,0,152
4666,1,0,154
4667,3,0.222222222222222,157
4668,1,0,151
4669,1,0,152
4670,4,0.25,155
4671,1,0,152
4672,2,0.25,154
4673,1,0,155
4674,1,0,154
4675,1,0,161
4676,1,0,157
4677,1,0,158
4678,1,0,159
4679,2,0.25,156
4680,1,0,160
4681,1,0,159
4682,3,0.222222222222222,162
4683,1,0,159
4684,1,0,157
4685,2,0.25,163
4686,1,0,165
4687,3,0.333333333333333,165
4688,1,0,162
4689,3,0.222222222222222,165
4690,1,0,163
4691,1,0,165
4692,2,0.25,166
4693,1,0,166
4694,1,0,171
4695,1,0,165
4696,1,0,171
4697,3,0.222222222222222,168
4698,3,0.222222222222222,170
4699,1,0,175
4700,1,0,173
4701,6,0.416666666666667,171
4702,2,0.5,169
4703,1,0,171
4704,1,0,178
4705,1,0,175
4706,1,0,172
4707,1,0,173
4708,2,0.25,171
4709,1,0,172
4710,2,0.5,175
4711,1,0,174
4712,1,0,174
4713,1,0,176
4714,1,0,169
4715,1,0,176
4716,1,0,173
4717,3,0.333333333333333,172
4718,1,0,177
4719,1,0,174
4720,2,0.25,177
4721,1,0,178
4722,1,0,180
4723,2,0.25,181
4724,2,0.25,178
4725,1,0,182
4726,1,0,180
4727,1,0,183
4728,1,0,182
4729,2,0.25,184
4730,1,0,182
4731,1,0,185
4732,3,0.222222222222222,186
4733,1,0,182
4734,1,0,187
4735,3,0.222222222222222,189
4736,1,0,188
4737,1,0,187
4738,1,0,190
4739,2,0.25,186
4740,1,0,188
4741,1,0,184
4742,3,0.222222222222222,186
4743,1,0,184
4744,1,0,186
4745,1,0,186
4746,1,0,185
4747,1,0,180
4748,1,0,179
4749,1,0,186
4750,1,0,182
4751,1,0,182
4752,1,0,181
4753,2,0.25,179
4754,1,0,174
4755,1,0,176
4756,1,0,179
4757,1,0,176
4758,1,0,179
4759,1,0,176
4760,1,0,174
4761,1,0,177
4762,1,0,172
4763,2,0.25,176
4764,1,0,174
4765,1,0,172
4766,1,0,168
4767,1,0,170
4768,3,0.333333333333333,172
4769,1,0,169
4770,1,0,168
4771,1,0,167
4772,1,0,166
4773,1,0,171
4774,8,0.25,169
4775,2,0.5,170
4776,1,0,163
4777,3,0.333333333333333,165
4778,4,0.75,167
4779,1,0,165
4780,1,0,166
4781,3,0.222222222222222,164
4782,1,0,165
4783,1,0,163
4784,1,0,164
4785,1,0,160
4786,1,0,165
4787,1,0,160
4788,1,0,158
4789,1,0,163
4790,1,0,163
4791,1,0,164
4792,1,0,158
4793,1,0,160
4794,3,0.444444444444444,162
4795,1,0,159
4796,1,0,153
4797,1,0,158
4798,2,0.25,157
4799,1,0,155
4800,4,0.3125,156
4801,3,0.333333333333333,158
4802,1,0,155
4803,1,0,156
4804,1,0,158
4805,2,0.25,157
4806,1,0,153
4807,2,0.5,157
4808,1,0,153
4809,3,0.333333333333333,152
4810,1,0,153
4811,1,0,156
4812,1,0,151
4813,1,0,153
4814,1,0,158
4815,1,0,159
4816,1,0,163
4817,1,0,158
4818,3,0.222222222222222,155
4819,1,0,163
4820,2,0.25,159
4821,2,0.25,158
4822,1,0,161
4823,2,0.5,164
4824,1,0,166
4825,1,0,166
4826,1,0,158
4827,1,0,168
4828,4,0.25,164
4829,2,0.5,162
4830,1,0,164
4831,1,0,165
4832,2,0.25,164
4833,3,0.222222222222222,162
4834,1,0,165
4835,1,0,161
4836,1,0,162
4837,2,0.25,164
4838,1,0,162
4839,1,0,167
4840,3,0.222222222222222,166
4841,1,0,167
4842,1,0,173
4843,1,0,168
4844,1,0,169
4845,1,0,170
4846,1,0,168
4847,1,0,176
4848,1,0,166
4849,1,0,173
4850,1,0,169
4851,3,0.222222222222222,173
4852,3,0.222222222222222,176
4853,2,0.5,174
4854,1,0,170
4855,1,0,170
4856,1,0,176
4857,6,0.333333333333333,172
4858,1,0,171
4859,1,0,170
4860,1,0,169
4861,1,0,173
4862,1,0,172
4863,2,0.25,174
4864,1,0,173
4865,1,0,171
4866,1,0,169
4867,1,0,175
4868,1,0,173
4869,1,0,176
4870,1,0,172
4871,1,0,171
4872,1,0,174
4873,2,0.25,179
4874,1,0,174
4875,1,0,175
4876,1,0,172
4877,1,0,171
4878,1,0,174
4879,1,0,176
4880,1,0,181
4881,2,0.25,179
4882,1,0,175
4883,2,0.25,176
4884,1,0,177
4885,1,0,179
4886,6,0.361111111111111,178
4887,5,0.32,181
4888,1,0,180
4889,1,0,178
4890,2,0.25,179
4891,1,0,182
4892,3,0.222222222222222,183
4893,1,0,186
4894,1,0,188
4895,1,0,181
4896,1,0,184
4897,1,0,182
4898,2,0.25,184
4899,2,0.25,185
4900,1,0,190
4901,1,0,184
4902,3,0.222222222222222,185
4903,1,0,182
4904,1,0,180
4905,1,0,181
4906,2,0.25,182
4907,1,0,182
4908,1,0,185
4909,3,0.222222222222222,186
4910,4,0.375,184
4911,3,0.222222222222222,186
4912,1,0,183
4913,1,0,185
4914,1,0,188
4915,1,0,180
4916,7,0.285714285714286,183
4917,1,0,184
4918,1,0,179
4919,1,0,187
4920,2,0.5,183
4921,1,0,179
4922,1,0,178
4923,1,0,179
4924,1,0,176
4925,1,0,179
4926,1,0,180
4927,2,0.25,179
4928,2,0.25,179
4929,7,0.36734693877551,177
4930,1,0,175
4931,2,0.5,178
4932,2,0.25,179
4933,2,0.5,175
4934,1,0,174
4935,1,0,171
4936,2,0.5,175
4937,2,0.25,171
4938,1,0,172
4939,1,0,174
4940,1,0,173
4941,1,0,171
4942,1,0,170
4943,1,0,171
4944,3,0.222222222222222,170
4945,1,0,162
4946,2,0.25,170
4947,3,0.222222222222222,166
4948,1,0,165
4949,4,0.375,162
4950,1,0,166
4951,1,0,162
4952,1,0,162
4953,1,0,165
4954,1,0,159
4955,3,0.444444444444444,160
4956,1,0,161
4957,1,0,158
4958,2,0.5,160
4959,1,0,162
4960,3,0.333333333333333,161
4961,2,0.5,159
4962,1,0,163
4963,2,0.25,161
4964,1,0,160
4965,1,0,154
4966,1,0,159
4967,1,0,152
4968,3,0.222222222222222,154
4969,1,0,150
4970,1,0,155
4971,3,0.333333333333333,156
4972,1,0,155
4973,1,0,154
4974,1,0,148
4975,2,0.25,155
4976,1,0,156
4977,2,0.25,154
4978,4,0.3125,156
4979,1,0,159
4980,1,0,156
4981,1,0,157
4982,2,0.25,159
4983,1,0,157
4984,1,0,158
4985,1,0,162
4986,3,0.333333333333333,162
4987,1,0,161
4988,1,0,164
4989,1,0,162
4990,1,0,161
4991,1,0,163
4992,1,0,163
4993,1,0,163
4994,1,0,163
4995,1,0,165
4996,2,0.25,167
4997,1,0,169
4998,3,0.333333333333333,167
4999,1,0,165
5000,10,0.41,172
5001,3,0.222222222222222,170
5002,1,0,169
5003,1,0,167
5004,3,0.222222222222222,171
5005,2,0.25,170
5006,1,0,174
5007,3,0.333333333333333,173
5008,1,0,172
5009,2,0.25,171
5010,1,0,170
5011,1,0,176
5012,1,0,171
5013,2,0.25,172
5014,2,0.25,176
5015,2,0.25,173
5016,1,0,174
5017,1,0,172
5018,2,0.25,174
5019,1,0,176
5020,1,0,178
5021,1,0,178
5022,1,0,180
5023,1,0,174
5024,1,0,177
5025,1,0,176
5026,1,0,177
5027,2,0.25,179
5028,2,0.5,176
5029,1,0,177
5030,1,0,180
5031,1,0,181
5032,1,0,176
5033,1,0,179
5034,2,0.25,180
5035,1,0,178
5036,1,0,176
5037,1,0,178
5038,1,0,180
5039,1,0,182
5040,1,0,181
5041,1,0,177
5042,1,0,180
5043,1,0,179
5044,3,0.333333333333333,181
5045,1,0,181
5046,5,0.24,182
5047,5,0.24,183
5048,1,0,186
5049,2,0.25,185
5050,1,0,186
5051,1,0,185
5052,4,0.375,186
5053,2,0.25,187
5054,1,0,188
5055,1,0,189
5056,1,0,187
5057,1,0,190
5058,7,0.591836734693878,188
5059,1,0,189
5060,1,0,187
5061,2,0.25,189
5062,2,0.25,186
5063,1,0,183
5064,1,0,186
5065,3,0.222222222222222,183
5066,1,0,186
5067,1,0,184
5068,4,0.25,185
5069,2,0.25,188
5070,2,0.25,187
5071,1,0,188
5072,4,0.3125,187
5073,1,0,189
5074,1,0,184
5075,3,0.222222222222222,183
5076,1,0,187
5077,2,0.25,186
5078,2,0.5,180
5079,1,0,181
5080,1,0,184
5081,1,0,182
5082,1,0,185
5083,1,0,182
5084,1,0,181
5085,1,0,184
5086,1,0,183
5087,1,0,181
5088,1,0,181
5089,2,0.5,178
5090,1,0,182
5091,1,0,178
5092,1,0,179
5093,1,0,181
5094,1,0,177
5095,1,0,178
5096,1,0,176
5097,2,0.5,174
5098,1,0,173
5099,1,0,175
5100,1,0,173
5101,1,0,169
5102,2,0.5,170
5103,3,0.222222222222222,169
5104,1,0,173
5105,1,0,171
5106,1,0,175
5107,1,0,167
5108,2,0.5,169
5109,1,0,165
5110,1,0,173
5111,1,0,169
5112,5,0.32,167
5113,1,0,169
5114,3,0.333333333333333,165
5115,1,0,164
5116,1,0,165
5117,2,0.25,160
5118,1,0,159
5119,1,0,163
5120,2,0.25,162
5121,1,0,156
5122,1,0,159
5123,1,0,163
5124,2,0.25,157
5125,2,0.25,158
5126,2,0.5,157
5127,1,0,163
5128,1,0,155
5129,1,0,155
5130,1,0,157
5131,1,0,153
5132,1,0,156
5133,1,0,153
5134,1,0,155
5135,1,0,156
5136,1,0,153
5137,1,0,154
5138,3,0.222222222222222,153
5139,1,0,148
5140,1,0,152
5141,5,0.28,155
5142,1,0,158
5143,1,0,157
5144,1,0,160
5145,1,0,161
5146,1,0,158
5147,4,0.25,161
5148,1,0,160
5149,5,0.32,161
5150,2,0.25,161
5151,1,0,163
5152,1,0,165
5153,3,0.222222222222222,165
5154,2,0.25,164
5155,1,0,166
5156,2,0.25,165
5157,1,0,167
5158,1,0,165
5159,2,0.25,166
5160,4,0.5,170
5161,1,0,171
5162,2,0.25,169
5163,1,0,174
5164,1,0,172
5165,2,0.25,173
5166,1,0,170
5167,2,0.25,174
5168,1,0,177
5169,1,0,174
5170,2,0.25,175
5171,1,0,173
5172,1,0,176
5173,1,0,172
5174,1,0,173
5175,2,0.5,177
5176,1,0,179
5177,1,0,176
5178,2,0.5,179
5179,1,0,177
5180,1,0,175
5181,1,0,176
5182,5,0.32,178
5183,1,0,172
5184,1,0,178
5185,1,0,174
5186,1,0,174
5187,2,0.25,179
5188,4,0.1875,180
5189,1,0,178
5190,3,0.333333333333333,181
5191,1,0,180
5192,1,0,183
5193,1,0,182
5194,1,0,177
5195,2,0.25,180
5196,1,0,179
5197,1,0,177
5198,1,0,180
5199,1,0,183
5200,2,0.25,184
5201,3,0.222222222222222,182
5202,1,0,188
5203,1,0,184
5204,2,0.25,185
5205,1,0,189
5206,2,0.25,184
5207,1,0,185
5208,1,0,186
5209,2,0.25,189
5210,2,0.25,186
5211,2,0.5,185
5212,4,0.25,186
5213,2,0.25,184
5214,3,0.333333333333333,185
5215,1,0,187
5216,1,0,184
5217,1,0,180
5218,1,0,184
5219,1,0,185
5220,2,0.5,184
5221,1,0,183
5222,4,0.4375,184
5223,1,0,186
5224,1,0,185
5225,3,0.222222222222222,186
5226,2,0.25,184
5227,1,0,185
5228,1,0,182
5229,1,0,177
5230,1,0,180
5231,1,0,184
5232,1,0,179
5233,3,0.333333333333333,180
5234,1,0,176
5235,3,0.222222222222222,180
5236,1,0,177
5237,1,0,175
5238,1,0,176
5239,5,0.4,175
5240,1,0,177
5241,1,0,176
5242,1,0,175
5243,1,0,179
5244,1,0,174
5245,1,0,177
5246,1,0,175
5247,1,0,172
5248,1,0,171
5249,2,0.5,172
5250,1,0,170
5251,1,0,172
5252,1,0,173
5253,4,0.5625,170
5254,1,0,168
5255,1,0,172
5256,2,0.5,168
5257,1,0,169
5258,2,0.25,167
5259,1,0,172
5260,1,0,170
5261,2,0.5,166
5262,2,0.25,164
5263,3,0.222222222222222,166
5264,2,0.5,164
5265,1,0,163
5266,1,0,164
5267,1,0,163
5268,1,0,159
5269,1,0,162
5270,1,0,160
5271,2,0.25,158
5272,1,0,160
5273,1,0,155
5274,2,0.25,157
5275,1,0,158
5276,1,0,159
5277,1,0,160
5278,3,0.222222222222222,158
5279,2,0.25,156
5280,2,0.25,160
5281,1,0,154
5282,1,0,152
5283,2,0.25,154
5284,2,0.25,151
5285,2,0.25,154
5286,1,0,152
5287,4,0.1875,153
5288,1,0,151
5289,1,0,152
5290,3,0.222222222222222,151
5291,1,0,155
5292,1,0,150
5293,2,0.25,151
5294,1,0,152
5295,6,0.305555555555556,150
5296,1,0,152
5297,1,0,150
5298,1,0,147
5299,1,0,154
5300,1,0,156
5301,1,0,154
5302,1,0,160
5303,1,0,154
5304,1,0,156
5305,1,0,160
5306,1,0,157
5307,1,0,159
5308,2,0.5,162
5309,1,0,163
5310,3,0.222222222222222,162
5311,1,0,163
5312,1,0,167
5313,1,0,169
5314,1,0,166
5315,3,0.444444444444444,169
5316,1,0,163
5317,1,0,169
5318,1,0,167
5319,1,0,170
5320,1,0,168
5321,1,0,165
5322,1,0,172
5323,1,0,169
5324,2,0.25,171
5325,1,0,173
5326,2,0.25,172
5327,1,0,175
5328,2,0.25,172
5329,2,0.25,175
5330,2,0.5,175
5331,1,0,172
5332,2,0.25,177
5333,1,0,180
5334,1,0,178
5335,2,0.25,179
5336,1,0,177
5337,1,0,177
5338,1,0,176
5339,2,0.5,175
5340,1,0,176
5341,1,0,178
5342,1,0,177
5343,1,0,181
5344,2,0.25,177
5345,1,0,176
5346,1,0,177
5347,2,0.25,176
5348,2,0.25,178
5349,1,0,181
5350,3,0.222222222222222,183
5351,1,0,182
5352,1,0,179
5353,1,0,181
5354,1,0,180
5355,1,0,181
5356,1,0,184
5357,1,0,183
5358,1,0,181
5359,2,0.25,182
5360,2,0.25,184
